Date,Alternatives - Global Macro,Alternative - Liquid Alts,Alternatives - Hedge Funds,Cash,Commodities - Commodities ex Precious Metals,Commodities - Gold,Equity - Asia ex Japan (USD),Equity - EU (USD),Equity - Japan (USD),Equity - China A (USD),Equity - US Large Cap,Equity - US Large Cap Growth,Equity - US Large Cap Value,Equity - US Small Cap,Equity - Global ex US (USD),Equity - EM (USD),Fixed Income -Mortgage-Backed Assets,Fixed Income - US High Yield,Fixed Income - US Investment Grade,Fixed Income - EM (USD),Fixed Income - US Treasury,Fixed Income - EUR Treasury,Fixed Income - EM Local CCY (USD Hedge),Fixed Income - GBP Gilts,Finxed Income - CAD,Fixed Income - AUD,Fixed Income - JPY,Fixed Income - MUST DELETE,Equity - Preferred Stock,Equity - REIT,Fixed Income - Aggregate,Fixed Income - Short Duration,Fixed Income - Sovereign & Agency,Fixed Income - Municipals,Equity - Emerging Markets,Fixed Income - China Treasury
1982-07,,,,,,8.14483,,,,,,,,-2.14426,,,5.19172,,,,4.01,,,,,,,,,,,,,6.36282,,
1982-08,,,,,,18.72326,,,,,,,,9.19378,,,7.74871,,,,4.31463,,,,,,,,,,,,,8.04916,,
1982-09,,,,,,-2.59769,,,,,,,,3.26677,,,5.0975,,,,3.34784,,,,,,,,,,,,,3.58797,,
1982-10,,,,,,5.15158,,,,,,,,14.60349,,,6.07061,,,,4.50741,,,,,,,,,,,,,0.93038,,
1982-11,,,,,,5.36962,,,,,,,,8.86186,,,-0.13501,,,,0.85786,,,,,,,,,,,,,-0.52099,,
1982-12,,,,,,1.59664,,,,,,,,0.4888,,,2.91542,,,,1.9079,,,,,,,,,,,,,5.02991,,
1983-01,,,,,,13.51258,,,,,,,,5.08731,,,0.0514,,,,0.03689,,,,,,,,,,,,,1.70246,,
1983-02,,,,,,-17.70674,,,,,,,,5.27643,,,4.16143,,,,2.33244,,,,,,,,,,,,,3.72767,,
1983-03,,,,,,-1.0622,,,,,,,,2.11399,,,-0.12057,,,,-0.12613,,,,,,,,,,,,,-0.06298,,
1983-04,,,,,,3.42995,,,,,,,,6.4393,,,2.72702,,,,2.1694,,,,,,,,,,,,,3.71346,,
1983-05,,,,,,-4.15538,,,,,,,,5.31212,,,-1.37806,,,,-0.97117,,,,,,,,,,,,,-4.07233,,
1983-06,,,,,,0.73697,,,,,,,,6.20259,,,-0.35745,,,,0.27192,,,,,,,,,,,,,1.00027,,
1983-07,,,,,,-0.57571,,,,,,,,-4.34497,,,-3.96239,-1.79,,,-1.56486,,,,,,,,,,,,,0.57591,,
1983-08,,,,,,0.25707,,,,,,,,-2.70049,,,1.48282,1.22187,,,0.57809,,,,,,,,,,,,,-0.76834,,
1983-09,,,,,,-3.25878,,,,,,,,1.60022,,,4.59539,2.54502,,,2.83341,,,,,,,,,,,,,2.98124,,
1983-10,,,,,,-6.40155,,,,,,,,-7.90285,,,0.97041,0.95154,,,0.33623,,,,,,,,,,,,,-1.35402,,
1983-11,,,,,,7.01392,,,,,,,,4.96445,,,1.19343,0.68992,,,1.09235,,,,,,,,,,,,,0.47266,,
1983-12,,,,,,-4.41424,,,,,,,,-3.14432,,,0.62621,-0.67555,,,0.2583,,,,,,,,,,,,,0.1254,,
1984-01,,,,,,-3.03408,,,,,,,,-5.74335,,,2.39071,3.53673,,,1.6789,,,,,,,,,,,,,3.64469,,
1984-02,,,,,,5.96916,,,,,,,,-6.11518,,,-0.13675,-0.86336,,,-0.35895,,,,,,,,,,,,,-1.00716,,
1984-03,,,,,,-2.02402,,,,,,,,0.57611,,,-2.27215,-0.92768,,,-0.71202,,,,,,,,,,,,,0.127,,
1984-04,,,,,,-2.90823,,,,,,,,-0.12115,,,-0.18164,-1.28989,,,0.05122,,,,,,,,,,,,,0.15407,,
1984-05,,,,,,2.68218,,,,,,,,-5.84897,,,-5.3603,-3.81376,,,-2.24839,,,,,,,,,,,,,-5.93835,,
1984-06,,,,,,-3.66586,,,,,,,,4.03977,,,2.09306,1.56989,,,1.05185,,,,,,,,,,,,,2.17075,,
1984-07,,,,,,-9.71752,,,,,,,,-4.36929,,,5.95136,2.34816,,,3.78353,,,,,,,,,,,,,5.1796,,
1984-08,,,,,,3.13325,,,,,,,,13.32036,,,1.45759,2.56534,,,1.48987,,,,,,,,,,,,,2.24329,,
1984-09,,,,,,-1.05628,,,,,,,,-1.74615,,,2.92837,2.32185,,,2.03387,,,,,,,,,,,,,-0.67245,,
1984-10,,,,,,-3.45686,,,,,,,,-1.95287,,,4.70285,3.29305,,,3.82189,,,,,,,,,,,,,1.25483,,
1984-11,,,,,,-1.52217,,,,,,,,-2.64018,,,2.08091,0.91088,,,1.73028,,,,,,,,,,,,,1.472,,
1984-12,,,,,,-6.46407,,,,,,,,2.20988,,,1.59712,-0.0885,,,1.46494,,,,,,,,,,,,,1.87416,,
1985-01,,,,,,-1.28421,,,,,,,,12.25173,,,2.62899,3.79097,,,1.95755,,,,,,,,,,,,,5.77329,,
1985-02,,,,,,-5.48588,,,,,,,,3.06904,,,-2.47873,1.27155,,,-1.71399,,,,,,,,,,,,,-2.4945,,
1985-03,,,,,,14.8545,,,,,,,,-2.01319,,,2.59095,0.42976,,,1.90106,,,,,,,,,,,,,0.86306,,
1985-04,,,,,,-4.57321,,,,,,,,-0.34843,,,2.11114,1.82917,,,1.99045,,,,,,,,,,,,,3.65971,,
1985-05,,,,,,0.37038,,,,,,,,4.86106,,,5.83939,4.23533,,,4.61256,,,,,,,,,,,,,3.47165,,
1985-06,,,,,,-0.01175,,,,,,,,2.28743,,,1.3682,1.26483,,,1.0326,,,,,,,,,,,,,1.04899,,
1985-07,,,,,,3.7961,,,,,,,,0.8085,,,-0.33843,0.84308,,,-0.29299,,,,,,,,,,,,,0.19591,,
1985-08,,,,,,1.98811,,,,,,,,-0.93792,,,2.08941,2.0127,,,1.62982,,,,,,,,,,,,,-0.69796,,
1985-09,,,,,,-3.13995,,,,,,,,-5.94845,,,1.13094,0.95613,,,0.64887,,,,,,,,,,,,,-1.00313,,
1985-10,,,,,,0.49611,,,,,,,,4.7388,,,2.41845,0.26309,,,1.87728,,,,,,,,,,,,,3.42662,,
1985-11,,,,,,-0.45118,,,,,,,,7.4579,,,2.84117,2.48895,,,2.19352,,,,,,,,,,,,,3.58733,,
1985-12,,,,,,1.80599,,,,,,,,3.33722,,,2.70757,3.75978,,,3.03196,,,,,,,,,,,,,0.87914,,
1986-01,,,,,,6.02516,,,,,,0.223,0.752,2.65423,,,0.39346,1.31829,,,0.53872,,,,,,,,,,,,,5.88982,,
1986-02,,,,,,-2.83798,,,,,,7.49129,7.4063,7.91483,,,2.72918,3.84776,,,4.00793,,,,,,,,,,,,,3.96569,,
1986-03,,,,,,-2.30221,,,,,,6.32873,4.6676,5.48522,,,1.30753,3.8459,,,3.91304,,,,,,,,,,,,,0.03171,,
1986-04,,,,,,4.50705,,,,,,-0.35094,-2.59745,1.78483,,,0.82164,1.58719,,,0.42701,,,,,,,,,,,,,0.07608,,
1986-05,,,,,,-0.6667,,,,,,5.29318,5.51562,5.3067,,,-1.59932,1.09876,,,-2.28576,,,,,,,,,,,,,-1.62828,,
1986-06,,,,,,0.71441,,,,,,2.46112,1.1348,1.58137,,,1.45968,1.11196,,,3.25332,,,,,,,,,,,,,0.95367,,
1986-07,,,,,,4.96091,,,,,,-6.35663,-3.48767,-8.59262,,,1.94885,-1.00031,,,0.71841,,,,,,,,,,,,,0.60701,,
1986-08,,,,,,6.87575,,,,,,4.64711,10.03406,3.9432,,,1.88157,1.53759,,,2.83067,,,,,,,,,,,,,4.47662,,
1986-09,,,,,,9.7902,,,,,,-10.64154,-7.24261,-8.44269,,,0.05894,1.19909,,,-1.5648,,,,,,,,,,,,,0.25094,,
1986-10,,,,,,-5.22807,,,,,,5.59461,5.46957,4.7517,,,1.3843,2.32089,,,1.37883,,,,,,,,,,,,,1.72747,,
1986-11,,,,,,-3.00105,,,,,,2.27454,2.49689,-0.53598,,,2.01743,-0.26861,,,1.1521,,,,,,,,,,,,,1.98103,,
1986-12,,,,,,3.58494,,,,,,-2.12264,-3.13243,-2.25371,,,0.33855,-0.28728,,,0.18397,,,,,,,,,,,,,-0.2762,,
1987-01,,,,,,0.0351,,,,,,14.55341,11.87839,13.15628,,,1.54831,4.13565,,,1.09368,,,,,,,,,,,,,3.01135,,
1987-02,,,,,,0.07123,,,,,,6.50196,0.24289,8.2416,,,0.80427,2.12115,,,0.67849,,,,,,,,,,,,,0.49238,,
1987-03,,,,,,3.17747,,,,,,1.73083,3.57431,1.18811,,,-0.14787,0.6886,,,-0.59432,,,,,,,,,,,,,-1.05981,,
1987-04,,,,,,8.51561,,,,,,-1.59394,-0.46504,-3.35719,,,-2.83211,-3.47553,,,-2.4609,,,,,,,,,,,,,-5.01829,,
1987-05,,,,,,-0.81957,,,,,,1.28719,0.48075,0.3644,,,-0.2921,0.72013,,,-0.43236,,,,,,,,,,,,,-0.49649,,
1987-06,,,,,,-0.32643,,,,,,5.0195,5.17929,3.04782,,,1.79913,1.28006,,,1.17078,,,,,,,,,,,,,2.93594,,
1987-07,,,,,,3.19078,,,,,,4.85455,3.90598,3.23226,,,0.37849,0.26758,,,-0.20645,,,,,,,,,,,,,1.02002,,
1987-08,,,,,,-2.94884,,,,,,4.78693,4.04582,3.97177,,,-0.43939,0.6189,,,-0.56348,,,,,,,,,,,,,0.2252,,
1987-09,,,,,,0.55202,,,,,,-2.73739,-1.90124,-1.86048,,,-2.01571,-3.14881,,,-1.93819,,,,,,,,,,,,,-3.68693,,
1987-10,,,,,,3.28162,,,,,,-21.67185,-18.45373,-29.65646,,,3.01869,-3.26866,,,3.88878,,,,,,,,,,,,,0.35418,,
1987-11,,,,,,4.71812,,,,,,-9.20062,-8.20067,-6.30442,,,1.2155,2.87917,,,0.49444,,,,,,,,,,,,,2.61076,,
1987-12,,,,,,-1.17346,,,,,,7.80781,5.35367,11.75408,,,1.32039,2.40632,,,1.19258,,,,,,,,,,,,,1.45134,,
1988-01,,,,,,-6.92477,5.203,-4.323,10.58672,,,1.22052,8.31333,0.75995,,,3.74021,3.34457,,,3.26604,,,,,,,,,,,,,3.56172,,
1988-02,,,,,,-5.33141,0.97526,5.93664,8.27454,,,4.49427,3.10194,8.00384,,,1.2766,3.23634,,,1.07472,,,,,,,,,,,,,1.05686,,
1988-03,,,,,,5.47866,5.60111,2.88781,4.38129,,,-4.74666,-3.23733,2.77469,,,-0.75112,-1.0396,,,-1.03291,,,,,,,,,,,,,-1.16491,,
1988-04,,,,,,-0.68656,4.53115,2.01469,1.84807,,,-0.00245,2.02886,1.3619,,,-0.44075,0.76352,,,-0.53464,,,,,,,,,,,,,0.75974,,
1988-05,,,,,,1.15696,-0.56796,-1.93636,-4.07554,,,0.18732,1.9834,-2.91862,,,-0.70773,0.15047,,,-0.71239,,,,,-3.23084,,,,,,,,-0.28859,,
1988-06,,,,,,-4.2872,8.83049,-0.99688,2.92186,,,4.84254,3.54568,7.0072,,,2.84524,1.45954,,,2.2095,,,,,2.98568,,,,,,,,1.4632,,
1988-07,,,,,,0.23596,1.97964,0.3195,4.18973,,,-0.74684,0.51143,-3.23654,,,-0.3394,0.65581,,,-0.67919,,,,,0.76396,,,,,,,,0.65221,,
1988-08,,,,,,-1.01745,-8.29727,-4.59779,-4.39161,,,-3.59909,-2.52759,-2.99855,,,0.22036,-0.14713,,,0.19903,,,,,0.75816,,,,,,,,0.08777,,
1988-09,,,,,,-8.69741,0.72219,5.72174,3.14075,,,5.53629,3.41042,3.51125,,,2.49286,1.25763,,,2.18493,,,,,-0.27976,,,,,,,,1.81013,,
1988-10,,,,,,4.64409,5.24665,9.22235,1.14913,,,2.97384,2.98783,-1.3111,,,2.19263,1.21083,,,1.76191,,,,,1.02544,,,,,,,,1.76494,,
1988-11,,,,,,2.93651,1.26476,0.95843,6.74909,,,-1.68364,-0.455,-2.42025,,,-1.45583,0.59048,,,-1.18284,,,,,-0.5554,,,,,,,,-0.91563,,
1988-12,,,,,,-3.37362,2.04889,0.46425,3.42208,,,2.48873,0.90484,4.57225,,,-0.52288,0.4696,,,0.38165,,,,,-0.97256,,,,,,,,1.02289,,
1989-01,,,,,,-4.5436,11.97883,4.12355,4.38898,,,7.43056,7.35737,5.88208,,,1.73263,1.76294,,,1.27145,,,,,-0.90432,,,,,,,,2.06825,,
1989-02,,,,,,-0.70667,-0.61758,-1.76859,-0.15243,,,-2.93837,-2.69403,0.1648,,,-0.63696,0.21968,,,-0.81424,,,,,-0.14719,,,,,,,,-1.14073,,
1989-03,,,,,,-0.54384,2.09236,0.5734,1.40008,,,2.81562,2.35016,2.504,,,0.15682,-0.78211,,,0.612,,,,,1.17925,,,,,,,,-0.23903,,
1989-04,,,,,,-1.75666,6.62171,2.83219,0.71804,,,6.15021,4.05694,5.60817,,,2.01901,0.42175,,,2.14486,,,,,2.05905,,,,,,,,2.37405,,
1989-05,,,,,,-3.92775,-4.40639,-5.14502,1.83191,,,4.21592,4.04596,5.25313,,,3.09648,1.93991,,,2.35812,,,,,-1.01827,,,,,,,,2.07698,,
1989-06,,,,,,3.66476,-7.1617,3.24877,-3.81888,,,-0.40485,-0.86306,-1.92512,,,2.45763,1.24087,,,3.33653,,,,,2.68243,,,,,,,,1.35838,,
1989-07,,,,,,-1.05246,8.92842,11.94504,8.68313,,,10.99554,6.98302,5.6402,,,2.26357,-0.13081,,,2.11183,,,,,1.79775,,,,,,,,1.36059,,
1989-08,,,,,,-2.8443,-1.57718,-1.29145,-1.30912,,,0.81806,2.15566,3.56666,,,-1.29618,0.33957,,,-1.68287,,,,,2.49264,,,,,,,,-0.97897,,
1989-09,,,,,,2.4525,6.6761,2.31412,3.11685,,,0.64441,-0.58862,1.07998,,,0.70963,-1.68238,,,0.43017,,,,,-1.92946,,,,,,,,-0.2982,,
1989-10,,,,,,2.20197,-1.5885,-6.56927,-0.0956,,-2.32199,-0.84143,-2.61044,-4.61484,,,2.28441,-2.37006,,,2.58791,,,,,1.47328,,,,,,,,1.22311,,
1989-11,,,,,,9.98879,4.20987,6.06427,5.36821,,2.03943,2.70234,1.44815,2.06395,,,1.0836,-0.19642,,,0.96839,,,,,3.20137,,,,,,,,1.74982,,
1989-12,,,,,,-2.3436,4.79078,11.18875,0.81811,,2.40147,1.62669,2.82225,1.65111,,,0.59177,0.15644,,,0.16887,,,,,2.35058,,,,,,,,0.81756,,
1990-01,,,,,,2.56748,-0.08267,-0.53276,-5.47805,,-6.71363,-7.58272,-5.7174,-9.71616,,,-0.6992,-2.14642,,,-1.4157,,,,,1.75019,,,,-3.52038,,,,-0.47253,,
1990-02,,,,,,-1.53196,3.99231,-2.84763,-7.24187,,1.28805,0.2138,2.82332,2.91143,,,0.58758,-2.06478,,,0.19951,,,,,-0.9901,,,,-5.03153,-0.52706,,,0.89493,,
1990-03,,,,,,-8.9129,0.5995,2.21148,-13.56833,,2.64982,3.90191,0.94807,4.15661,,,0.24621,2.62355,,,-0.02188,,,,,0.75424,,,,-9.24266,-0.52986,,,0.02952,,
1990-04,,,,,,-0.28598,-4.08294,-2.50041,1.93448,,-2.49479,-0.75399,-3.01193,-2.13747,,,-0.89815,-0.16907,,,-0.88197,,,,,-0.15981,,,,-0.2633,-0.52243,,,-0.72412,,
1990-05,,,,,,-1.34077,9.85943,7.33497,10.18344,,9.75052,10.43486,8.40959,8.85897,,,3.10275,1.92959,,,2.7887,,,,,2.0893,,,,7.80472,3.18196,,,2.18328,,
1990-06,,,,,,-1.74301,2.36151,3.89472,-5.06137,,-0.6746,1.02525,-2.34374,0.83531,,,1.58128,2.41668,,,1.58314,,,,,1.63393,,,,0.14868,1.84631,,,0.87876,,
1990-07,,,,,,3.58862,6.07841,4.19245,-4.93712,,-0.3207,-0.19608,0.12503,-3.01119,,,1.7353,2.69393,,,1.27934,,,,,2.12731,,,,2.15174,2.62616,,,1.47466,,
1990-08,,,,,,3.30167,-14.26541,-9.66133,-11.60887,,-9.03906,-8.96169,-8.11899,-11.9017,,,-1.06264,-5.69172,,,-1.39263,,,,,0.85864,,,,-9.27712,-1.00258,,,-1.45242,,
1990-09,,,,,,5.46773,-15.19866,-11.13487,-20.39793,,-4.86655,-4.98522,-3.38422,-7.44664,,,0.82052,-7.29912,,,0.95918,,,,,1.32429,,,,-11.86348,0.92593,,,0.05671,,
1990-10,,,,,,-5.93995,6.35762,8.96485,17.85167,,-0.42589,1.05288,-0.13192,-3.44928,,,1.1339,-5.25106,,,1.63378,,,,,2.18609,,,,8.33708,3.17278,,,1.81422,,
1990-11,,,,,,0.77349,-3.61639,1.4886,-9.2783,,6.46412,5.62712,6.07203,10.73687,,,2.09544,3.12067,,,2.21626,,,,,3.63152,,,,-3.57834,1.82475,,,2.01077,,
1990-12,,,,,,3.33854,4.84473,-1.54559,6.64796,,2.78569,3.24072,1.81778,5.53529,,,1.67604,0.56041,,,1.54641,,,,,1.96151,,,,1.30187,1.17347,,,0.43536,,
1991-01,,,,,,-7.22419,5.43689,2.92004,-0.34212,,4.35502,4.40227,3.69242,8.66501,,,1.51994,2.74744,,,1.07356,,,,,2.58664,,,,5.45576,2.15789,,,1.34179,,
1991-02,,,,,,0.60547,12.34602,9.10669,13.08446,,7.15152,7.67422,6.0097,9.81183,,,0.84297,10.93995,,,0.57238,,,,,1.36957,,,,7.07237,0.48407,,,0.86983,,
1991-03,,,,,,-2.96492,4.71397,-7.11008,-0.63634,,2.42159,3.53662,0.57896,5.93377,,,0.68065,5.89127,,,0.5085,,,,,1.29564,,,,-3.47352,-2.16344,,,0.03632,,
1991-04,,,,,,0.05078,-0.96474,-0.89815,-0.36163,,0.23663,-0.33266,0.24034,-1.1264,,,0.92111,4.09991,,,1.09747,,,,,2.5171,,,,-0.04635,1.14593,,,1.33479,,
1991-05,,,,,,1.70925,1.40821,2.58648,0.30998,,4.31409,4.26692,3.33075,4.43361,,,0.87921,0.18184,,,0.3888,,,,,2.02162,,,,-3.16244,0.30979,,,0.88946,,
1991-06,,,,,,1.8696,-2.7428,-8.40206,-7.66667,,-4.58139,-4.51898,-4.32588,-5.9361,,,0.08923,2.95732,,,-0.14188,,,,,-0.7717,,,,-4.84591,-0.82061,,,-0.09885,,
1991-07,,,,,,-1.13902,3.40064,7.25578,2.87799,,4.66093,5.4518,3.827,6.57863,,,1.69179,3.19917,,,1.18657,,,,,1.66085,,,,7.24048,1.88612,,,1.21765,,
1991-08,,,,,,-4.39623,-2.23115,2.21622,-6.16852,,2.3692,3.39707,1.19503,4.01352,,,1.81859,2.3,,,2.31874,,,,,1.93193,,,,-1.99527,2.05204,,,1.31746,,
1991-09,,,,,,1.70932,-2.79168,3.49966,5.55946,,-1.6735,-2.19002,-0.64499,0.23225,,,1.87421,1.39296,,,2.09744,,,,,2.53768,,,,3.90133,3.2857,,,1.30226,,
1991-10,,,,,,1.05607,1.55339,-2.00421,2.957,,1.34447,1.36082,1.50087,4.14609,,,1.65694,3.33815,,,0.8755,,,,,3.95733,,,,0.41475,1.19294,,,0.90044,,
1991-11,,,,,,2.82108,3.20247,-2.28469,-8.09731,,-4.02928,-2.33272,-5.394,-2.8466,,,0.72506,0.52089,,,1.00295,,,,,0.97255,,,,-3.95962,1.228,,,0.27898,,
1991-12,,,,,,-3.92887,4.96565,8.01157,-1.04285,,11.43658,14.33582,7.58186,12.87269,,,2.00979,1.43857,,,3.40684,,,,,2.51138,,,,4.90844,4.37525,,,2.14567,,
1992-01,,,,,,0.80288,7.01883,-0.15488,-4.46204,,-1.86351,-3.36113,-1.29482,2.83487,,,-1.1554,3.52255,,,-1.55679,,,,,-2.02329,,,,-3.79878,-1.54967,,,0.22759,,
1992-02,,,,,,-1.04184,3.55434,0.50443,-5.45304,,1.29511,0.1352,1.64405,0.43701,,,0.94616,2.46732,,,0.39054,,,,,0.95899,,,,-2.10792,0,,,0.03201,,
1992-03,,,,,,-2.68705,-0.72355,-3.92549,-7.98952,,-1.94486,-2.32095,-1.40609,-5.22824,,,-0.63744,1.2399,,,-0.5844,,,,,0.93823,,,,-4.15957,-0.85786,,,0.0371,,
1992-04,,,,,,-1.88698,3.73315,6.27763,-6.04762,,2.9361,1.4938,5.42303,-3.96674,,,0.98316,0.37983,,,0.62995,,,,,2.49986,,,,0.96088,0.65095,,,0.89043,,
1992-05,,,,,,-0.01926,6.8438,5.4639,3.50969,,0.49019,0.89002,0.23498,0.63832,,,1.80246,1.41105,,,1.84488,,,,,0.85615,,,,11.97465,2.83145,,,1.17686,,
1992-06,,,,,,2.10964,1.87798,-2.07155,-10.58215,,-1.48773,-2.38284,-0.53108,-4.73918,,,1.17975,0.94155,,,1.43307,,,,,3.16095,,,,-4.83724,2.27796,,,1.67831,,
1992-07,,,,,,4.15213,-2.62474,-3.91591,-0.27284,,4.08521,4.48576,3.77088,3.98472,,,0.87404,1.50971,,,2.52013,,,,,3.42681,,,,-4.91237,2.05474,,,2.99779,,
1992-08,,,,,,-4.19415,-3.23215,-0.09801,14.28169,,-2.04656,-1.19964,-3.14396,-2.49203,,,1.30241,1.31028,,,0.9319,,,,,-3.27663,,,,-1.02218,2.1236,,,-0.975,,
1992-09,,,,,,1.43834,2.07736,-2.36981,-5.12881,,1.17503,0.86483,0.99931,1.89519,,,0.77854,1.01787,,,1.41431,,,,,1.10937,,,,-3.36138,0.35257,,,0.65433,,
1992-10,,,,,,-2.43126,8.98214,-6.89943,-1.92913,,0.34548,1.05701,-1.16908,3.65474,,,-0.87707,-1.40999,,,-1.44284,,,,,0.86705,,,,0.6478,-2.24421,,,-0.98296,,
1992-11,,,,,,-1.47632,-3.60725,0.00455,3.66157,,3.40508,3.75807,2.6688,7.56748,,,0.31282,1.25814,,,-0.173,,,,,-0.1751,,,,-2.62165,-0.94616,,,1.7911,,
1992-12,,,,,,-0.43557,-2.96098,2.07397,-1.34813,,1.22725,0.71106,1.84201,1.97617,,,1.29192,1.14257,,,1.68394,,,,,1.54149,,,,-2.03339,1.1033,,,1.02091,,
1993-01,,,,,,-0.79243,3.16885,0.57834,-0.4263,,0.83605,-1.87321,3.15713,0.9149,,,1.31415,2.90814,,,2.12393,,,,,1.86882,,,,2.11641,1.72111,,,1.16286,,
1993-02,,,,,,-0.25417,5.94057,1.30898,-1.36688,,1.36294,-1.09801,4.44094,-5.24536,,,1.01407,1.76343,,,2.00261,,1.8948,,,3.47893,,,,8.52586,1.57679,,,3.61697,,
1993-03,,,,,,2.99819,0.07037,5.20891,11.35384,,2.10993,1.61908,2.60295,3.04728,,,0.6068,1.28629,,,0.33493,,-0.0678,,,1.4898,,,,6.83625,1.08449,,,-1.05665,,
1993-04,,,,,,5.53026,8.89201,1.80264,14.17485,,-2.41712,-3.96511,-0.96492,-4.05767,,,0.516,0.87251,,,0.76916,,5.50494,,,1.90341,,,,7.50581,1.43749,,,1.0093,,
1993-05,,,,,,6.20476,5.857,0.15174,-0.81462,,2.67507,3.11002,1.85084,5.51963,,,0.56945,1.18817,,,-0.10991,,3.35293,,,-0.2833,,,,5.51148,0.67745,,,0.5615,,
1993-06,,,,,,-0.00522,-2.61007,-1.37352,-2.79697,,0.29287,-1.08297,2.28308,-0.23345,,,0.76567,2.09898,,,2.21903,,4.3285,,,1.97429,,,,-3.42853,0.51497,,,1.66944,,
1993-07,,,,,,7.60452,0.65411,0.28716,5.32756,,-0.40224,-2.388,1.13116,0.13601,,,0.39922,0.96535,,,0.60999,,1.68683,,,2.35633,,,,0.86644,0.03416,,,0.13127,,
1993-08,,,,,,-8.4055,8.36977,8.98829,2.27648,,3.7943,3.382,3.72799,5.19255,,,0.47114,0.84398,,,2.232,,2.73961,,,1.79,,,,5.94235,2.54712,,,2.08217,,
1993-09,,,,,,-4.71478,3.86065,-0.76654,-3.72694,,-0.76689,-1.58098,0.3998,2.57304,,,0.08647,0.25751,,,0.38229,,3.30262,,,-0.34898,,,,0.64648,0.86569,,,1.13865,,
1993-10,,,,,,3.75311,18.419,3.64874,1.93855,,2.06857,3.30092,0.54225,1.10617,,,0.28909,2.02563,,,0.37794,,4.98895,,,2.09215,,,,8.73229,0.09903,,,0.19329,,
1993-11,,,,,,0.36971,-0.67293,-1.94357,-15.86983,,-0.95313,0.06493,-1.92294,-3.42439,,,-0.19548,0.48062,,,-1.09637,,2.09023,,,-1.01573,,,,-4.10121,-0.89038,,,-0.8813,,
1993-12,,,,,,5.65857,24.30999,7.37578,5.5884,,1.20902,0.76423,1.11079,4.64741,,,0.81003,1.2442,,,0.38652,,3.35837,,,1.27819,,,,18.00898,0.93166,,,2.1111,,
1994-01,,,,,,-2.36005,-6.83079,4.01935,13.84366,,3.39972,2.19581,4.27899,2.2291,,,0.99122,2.17098,,,1.36869,,0.85507,,,1.4487,,,,3.11573,1.18679,,1.27,1.14228,,
1994-02,,,,,,-0.03658,-4.30195,-3.22483,-0.02026,,-2.71423,-2.24585,-4.33879,-1.42535,,,-0.69781,-0.26424,,,-2.11705,,-5.29886,,,-2.48806,,,,-3.41613,-1.25758,,-2.12304,-2.59026,,
1994-03,,,,,,2.7963,-10.74497,-2.78237,-5.5324,,-4.35969,-4.88811,-3.63114,-5.48755,,,-2.60397,-3.77525,,,-2.24923,,-7.66189,,,-3.0367,,,,-6.84138,-1.2142,,-2.58273,-4.07302,,
1994-04,,,,,,-3.89734,3.83015,4.69467,3.21205,,1.28235,0.80324,2.17287,-0.11897,,,-0.73667,-0.68544,,,-0.78647,,1.17153,,,-1.20917,,,,0.29143,-0.24048,,-0.86993,0.84794,,
1994-05,,,,,,2.849,3.76042,-4.93822,5.36522,,1.64114,2.12388,1.73717,-0.84201,,,0.39569,0.05198,,,-0.12834,,6.41271,,,-0.43613,,,,2.47535,-0.56247,,-0.26118,0.86711,,
1994-06,,,,,,-0.34384,-3.36261,-1.15621,-0.95724,,-2.45123,-2.35396,-2.70794,-4.60986,,,-0.21652,0.30883,,,-0.2298,,-5.41839,,,-3.04272,,,,-4.38607,0.6734,,-0.30376,-0.6112,,
1994-07,,,,,,-0.76024,5.19302,6.07578,-1.84878,,3.28374,3.70603,2.62101,2.24006,,,2.00207,0.84882,,,1.8381,,2.91201,,,1.06388,,,,3.298,1.45151,,2.08027,1.83302,,
1994-08,,,,,,0.82825,7.97578,3.1865,0.87928,,4.09993,5.40404,2.40294,6.86262,,,0.31577,0.70758,,,0.01934,,3.87047,,,1.48529,,,,1.50863,-0.11868,,0.06175,0.34622,,
1994-09,,,,,,2.13523,-1.93667,-4.48932,-3.48585,,-2.44539,-1.24315,-3.42802,-0.19977,,,-1.42313,0.00566,,,-1.40885,,1.55879,,,-2.91763,,,,-1.10516,-0.15843,,-1.56346,-1.46777,,
1994-10,,,,,,-2.77828,1.56346,4.50492,0.89504,,2.24663,2.63609,2.239,1.52121,,,-0.05714,0.23797,,,-0.07545,,-2.52156,,,-0.23906,,,,0.27276,1.05124,,-0.17764,-1.77568,,
1994-11,,,,,,-0.61705,-8.8304,-3.96522,-2.78197,,-3.64187,-2.6661,-3.83209,-3.83668,,,-0.31278,-1.26049,,,-0.18272,,-0.92974,,,0.35211,,,,-8.65696,-1.00105,,-0.0314,-1.80815,,
1994-12,,,,,,0.44982,-2.79805,0.32765,2.30912,,1.48333,1.79488,1.12199,1.70622,,,0.79789,0.73561,,,0.60817,,-4.71505,,,2.15887,,,,-0.27611,0.46924,,0.63874,2.20126,,
1995-01,,,,,,-2.19685,-10.27513,-0.81423,-6.32382,,2.59336,2.52623,3.21888,-0.28101,,,2.14044,1.35534,,,1.8616,,-8.07784,,,-0.44841,,,,-3.62838,2.09183,,1.89366,2.85783,,
